Ranking,ID_Cliente,Probabilidade_Churn,Faixa_Risco,Principais_Fatores_de_Risco,Meses_de_Contrato,Tipo_Contrato,Servico_Internet,Mensalidade,Total_Pago,Forma_Pagamento,Fatura_Sem_Papel,Genero,Idoso,Tem_Parceiro,Tem_Dependentes
120,5995-SNNEW,62.5,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",23,Month-to-month,Fiber optic,104.45,2184.85,Electronic check,Yes,Male,1,Yes,No
121,7245-NIIWQ,62.5,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico",3,Month-to-month,Fiber optic,69.85,199.85,Electronic check,Yes,Female,0,No,No
122,1475-VWVDO,62.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",7,Month-to-month,Fiber optic,74.9,490.55,Electronic check,Yes,Male,0,No,No
123,8107-KNCIM,62.4,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",14,Month-to-month,Fiber optic,75.1,1013.35,Electronic check,Yes,Male,1,Yes,No
124,9717-QEBGU,62.2,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",2,Month-to-month,Fiber optic,70.3,144.0,Electronic check,Yes,Male,0,No,No
125,0722-SVSFK,62.2,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",7,Month-to-month,Fiber optic,100.4,715.0,Electronic check,Yes,Female,0,No,No
126,4480-QQRHC,62.1,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",8,Month-to-month,Fiber optic,74.05,600.15,Bank transfer (automatic),Yes,Female,1,No,No
127,1379-FRVEB,62.1,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",15,Month-to-month,Fiber optic,91.0,1430.05,Electronic check,Yes,Male,0,No,Yes
128,6198-ZFIOJ,62.0,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",5,Month-to-month,Fiber optic,75.6,402.5,Electronic check,No,Female,0,No,No
129,2657-VPXTA,62.0,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",10,Month-to-month,Fiber optic,88.85,929.45,Electronic check,Yes,Female,0,Yes,Yes
130,6918-UMQCG,62.0,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",5,Month-to-month,Fiber optic,80.2,384.25,Electronic check,No,Female,0,No,No
131,3420-YJLQT,61.8,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",2,Month-to-month,Fiber optic,79.55,151.75,Electronic check,No,Female,0,No,No
132,3292-PBZEJ,61.7,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",11,Month-to-month,Fiber optic,111.4,1183.05,Electronic check,Yes,Male,1,No,No
133,0916-QOFDP,61.7,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",14,Month-to-month,Fiber optic,95.8,1346.3,Electronic check,Yes,Female,1,Yes,Yes
134,7398-SKNQZ,61.6,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",3,Month-to-month,Fiber optic,94.9,273.2,Electronic check,No,Female,0,Yes,No
135,3317-VLGQT,61.5,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",14,Month-to-month,Fiber optic,78.1,1122.4,Electronic check,Yes,Female,0,Yes,No
136,9360-OMDZZ,61.5,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",24,Month-to-month,Fiber optic,94.1,2322.85,Electronic check,Yes,Male,0,No,No
137,9290-SHCMB,61.5,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",13,Month-to-month,Fiber optic,96.85,1235.55,Electronic check,Yes,Female,1,No,No
138,5501-TVMGM,61.5,Alto,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,55.25,55.25,Electronic check,Yes,Male,0,No,No
139,4813-HQMGZ,61.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",8,Month-to-month,Fiber optic,90.25,743.75,Electronic check,Yes,Female,0,Yes,No
140,5935-FCCNB,61.3,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",17,Month-to-month,Fiber optic,94.2,1608.15,Electronic check,Yes,Female,1,No,No
141,8266-VBFQL,61.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",4,Month-to-month,Fiber optic,90.4,356.65,Electronic check,Yes,Male,0,No,No
142,6435-SRWBJ,61.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",5,Month-to-month,Fiber optic,82.75,417.75,Electronic check,Yes,Female,0,No,No
143,9840-EFJQB,61.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",1,Month-to-month,Fiber optic,74.35,74.35,Electronic check,No,Female,0,No,No
144,2876-GZYZC,61.3,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",13,Month-to-month,Fiber optic,85.95,1215.65,Electronic check,Yes,Female,0,No,No
145,7901-TBKJX,61.1,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",56,Month-to-month,Fiber optic,101.05,5594.0,Electronic check,Yes,Male,1,No,No
146,5956-YHHRX,61.1,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",21,Month-to-month,Fiber optic,104.35,2271.85,Electronic check,Yes,Male,1,No,No
147,2135-DQWAQ,61.1,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",5,Month-to-month,Fiber optic,85.3,420.45,Mailed check,Yes,Female,0,No,No
148,3191-CSNMG,61.1,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",3,Month-to-month,Fiber optic,80.7,239.45,Electronic check,Yes,Female,0,Yes,Yes
149,1016-DJTSV,60.9,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico",8,Month-to-month,Fiber optic,69.7,572.85,Electronic check,Yes,Male,1,No,No
150,2038-OEQZH,60.8,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",4,Month-to-month,Fiber optic,86.05,308.1,Electronic check,No,Male,0,No,No
151,0508-OOLTO,60.8,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",2,Month-to-month,Fiber optic,71.65,135.75,Electronic check,Yes,Female,0,Yes,Yes
152,2897-DOVND,60.7,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico",2,Month-to-month,Fiber optic,69.8,146.65,Electronic check,Yes,Male,0,No,No
153,6786-OBWQR,60.7,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",5,Month-to-month,Fiber optic,80.85,356.1,Electronic check,Yes,Female,0,Yes,Yes
154,1393-IMKZG,60.7,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",1,Month-to-month,Fiber optic,95.85,95.85,Electronic check,Yes,Female,0,No,No
155,0644-OQMDK,60.6,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",4,Month-to-month,Fiber optic,70.65,293.85,Electronic check,Yes,Male,1,No,No
156,2984-AFWNC,60.6,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",3,Month-to-month,Fiber optic,95.4,293.15,Electronic check,No,Female,0,No,No
157,6175-IRFIT,60.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",5,Month-to-month,Fiber optic,78.75,426.35,Mailed check,No,Male,0,No,No
158,3452-GWUIN,60.3,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",19,Month-to-month,Fiber optic,94.95,1760.25,Electronic check,Yes,Female,1,Yes,No
159,8714-CTZJW,60.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",4,Month-to-month,Fiber optic,82.85,319.6,Credit card (automatic),Yes,Female,0,No,No
160,0958-YHXGP,60.2,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica",7,Month-to-month,Fiber optic,69.9,497.3,Mailed check,Yes,Female,0,No,No
161,0928-XUTSN,60.2,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",13,Month-to-month,Fiber optic,80.5,1011.8,Electronic check,Yes,Female,0,No,No
162,5405-ZMYXQ,60.1,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",8,Month-to-month,Fiber optic,74.6,548.9,Credit card (automatic),Yes,Female,0,No,No
163,3096-GKWEB,60.0,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",18,Month-to-month,Fiber optic,94.75,1691.9,Electronic check,Yes,Male,0,Yes,No
164,9741-YLNTD,60.0,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",6,Month-to-month,Fiber optic,87.95,522.35,Bank transfer (automatic),Yes,Male,0,No,No
165,7668-XCFYV,59.9,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",17,Month-to-month,Fiber optic,92.55,1614.7,Electronic check,Yes,Female,1,Yes,No
166,5117-IFGPS,59.9,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",29,Month-to-month,Fiber optic,84.3,2357.75,Electronic check,Yes,Male,1,Yes,No
167,9822-OAOVB,59.6,Alto,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,55.45,55.45,Electronic check,Yes,Female,0,No,No
168,9638-JIQYA,59.6,Alto,"Contrato mensal, Cliente novo (≤12 meses)",2,Month-to-month,DSL,24.9,49.7,Credit card (automatic),Yes,Male,0,No,No
169,0420-HLGXF,59.6,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",39,Month-to-month,Fiber optic,99.75,4036.0,Electronic check,Yes,Female,1,No,No
170,2371-JQHZZ,59.5,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",24,Month-to-month,Fiber optic,93.0,2248.05,Electronic check,Yes,Male,0,Yes,No
171,0196-JTUQI,59.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",9,Month-to-month,Fiber optic,75.2,633.85,Credit card (automatic),Yes,Female,0,No,No
172,9050-IKDZA,59.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",2,Month-to-month,Fiber optic,81.5,162.55,Mailed check,No,Female,1,No,No
173,3411-WLRSQ,59.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",3,Month-to-month,Fiber optic,74.6,239.05,Bank transfer (automatic),Yes,Female,1,Yes,No
174,2985-FMWYF,59.1,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",23,Month-to-month,Fiber optic,93.5,2341.55,Electronic check,Yes,Female,0,No,No
175,2862-PFNIK,59.1,Alto,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,24.7,24.7,Electronic check,Yes,Male,0,No,Yes
176,4029-HPFVY,59.1,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",3,Month-to-month,Fiber optic,70.3,220.4,Mailed check,Yes,Male,0,No,No
177,1508-DFXCU,59.0,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",12,Month-to-month,Fiber optic,81.45,912.0,Electronic check,Yes,Male,0,No,No
178,8800-JOOCF,58.9,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",12,Month-to-month,Fiber optic,84.05,966.55,Electronic check,Yes,Female,0,No,Yes
179,5022-JNQEQ,58.8,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",9,Month-to-month,Fiber optic,75.85,647.5,Electronic check,Yes,Female,0,Yes,Yes
180,5605-IYGFG,58.8,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica",7,Month-to-month,Fiber optic,69.85,515.45,Bank transfer (automatic),Yes,Female,0,No,No
181,8313-NDOIA,58.7,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",24,Month-to-month,Fiber optic,104.15,2494.65,Electronic check,Yes,Female,0,No,No
182,2081-VEYEH,58.7,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",3,Month-to-month,Fiber optic,107.95,318.6,Electronic check,Yes,Male,0,No,No
183,8734-DKSTZ,58.6,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",10,Month-to-month,Fiber optic,85.95,858.6,Electronic check,No,Female,0,Yes,Yes
184,7326-RIGQZ,58.6,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico",6,Month-to-month,Fiber optic,69.8,377.85,Electronic check,Yes,Male,0,Yes,Yes
185,8270-RKSAP,58.6,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",9,Month-to-month,Fiber optic,70.5,597.9,Electronic check,Yes,Male,0,No,No
186,3855-ONCAR,58.5,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",4,Month-to-month,Fiber optic,78.9,299.75,Mailed check,Yes,Female,0,Yes,Yes
187,8064-RAVOH,58.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,49.85,49.85,Electronic check,Yes,Male,0,No,Yes
188,4706-DGAHW,58.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,45.2,45.2,Electronic check,No,Male,1,No,No
189,3420-ZDBMA,58.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",5,Month-to-month,Fiber optic,71.45,371.6,Mailed check,Yes,Male,1,No,No
190,2880-FPNAE,58.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",2,Month-to-month,Fiber optic,74.2,140.1,Electronic check,Yes,Male,1,Yes,No
191,9314-IJWSQ,58.3,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",14,Month-to-month,Fiber optic,84.8,1203.9,Electronic check,Yes,Female,0,Yes,Yes
192,7278-CKDNC,58.2,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",24,Month-to-month,Fiber optic,80.5,2088.45,Electronic check,Yes,Male,1,No,No
193,0365-BZUWY,58.2,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",17,Month-to-month,Fiber optic,102.55,1742.5,Electronic check,Yes,Male,0,Yes,No
194,3717-OEAUQ,58.2,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",2,Month-to-month,Fiber optic,70.7,129.2,Mailed check,No,Male,0,No,No
195,5216-WASFJ,58.2,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",31,Month-to-month,Fiber optic,84.85,2633.4,Electronic check,Yes,Female,1,Yes,No
196,5288-AHOUP,58.1,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",11,Month-to-month,Fiber optic,78.5,874.2,Electronic check,Yes,Male,1,No,No
197,7044-YAACC,58.0,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",4,Month-to-month,Fiber optic,70.2,280.35,Electronic check,Yes,Male,1,Yes,No
198,6986-IXNDM,57.9,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",14,Month-to-month,Fiber optic,92.9,1337.45,Electronic check,Yes,Male,0,No,No
199,3951-NJCVI,57.8,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",42,Month-to-month,Fiber optic,95.05,3944.5,Electronic check,Yes,Female,1,Yes,No
200,5091-HFAZW,57.7,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",2,Month-to-month,Fiber optic,91.15,168.5,Electronic check,Yes,Female,0,No,No
201,1941-HOSAM,57.5,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",1,Month-to-month,Fiber optic,90.1,90.1,Electronic check,Yes,Male,0,Yes,Yes
202,5760-FXFVO,57.5,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",6,Month-to-month,Fiber optic,78.95,494.95,Electronic check,Yes,Male,0,No,No
203,0396-YCHWO,57.4,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",36,Month-to-month,Fiber optic,95.4,3474.2,Electronic check,Yes,Male,0,Yes,No
204,4291-SHSBH,57.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico",7,Month-to-month,Fiber optic,69.55,521.35,Electronic check,Yes,Male,0,No,No
205,3453-RTHJQ,57.4,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico",6,Month-to-month,Fiber optic,69.1,435.0,Electronic check,Yes,Male,0,No,No
206,2800-QQUSO,57.3,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",42,Month-to-month,Fiber optic,100.3,4222.95,Electronic check,Yes,Male,0,No,No
207,9799-CAYJJ,57.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico",2,Month-to-month,Fiber optic,69.3,153.8,Electronic check,Yes,Female,1,Yes,No
208,3001-UNBTL,57.3,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",29,Month-to-month,Fiber optic,103.95,2964.8,Electronic check,Yes,Male,1,Yes,Yes
209,6185-TASNN,57.3,Alto,"Contrato mensal, Cliente novo (≤12 meses), Pagamento por cheque eletrônico",1,Month-to-month,DSL,46.3,46.3,Electronic check,No,Male,1,No,No
210,2439-LYPMQ,57.2,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",38,Month-to-month,Fiber optic,102.6,4009.2,Electronic check,Yes,Male,1,Yes,No
211,5701-YVSVF,57.2,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",11,Month-to-month,Fiber optic,82.9,880.05,Electronic check,Yes,Female,1,Yes,No
212,5628-FCGYG,57.2,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",21,Month-to-month,Fiber optic,84.1,1737.45,Electronic check,Yes,Male,0,No,No
213,6212-ATMLK,57.2,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",50,Month-to-month,Fiber optic,95.7,4729.75,Electronic check,Yes,Female,0,No,No
214,8035-PWSEV,57.2,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",6,Month-to-month,Fiber optic,89.25,487.05,Electronic check,Yes,Female,0,No,No
215,4929-XIHVW,57.2,Alto,"Contrato mensal, Cliente novo (≤12 meses), Internet fibra óptica, Mensalidade alta",2,Month-to-month,Fiber optic,95.5,181.65,Credit card (automatic),Yes,Male,1,Yes,No
216,9402-ORRAH,57.2,Alto,"Contrato mensal, Internet fibra óptica, Pagamento por cheque eletrônico, Mensalidade alta",15,Month-to-month,Fiber optic,91.5,1400.3,Electronic check,Yes,Female,1,No,No
